Time,"Ride Time","Ride Time (secs)","Stopped Time","Stopped Time (secs)",Latitude,Longitude,"Elevation (feet)","Distance (miles)","Speed (mph)",Pace,"Pace (secs)","Average Speed (mph)","Average Pace","Average Pace (secs)","Ascent (feet)","Descent (feet)",Calories
"2013-08-28 18:12:58",0:00:03,2.7,0:00:00,0.0,41.6625938,-91.5352674,577,0.00,9.47,0:06:20,380,0.00,0:00:00,0,0,0,0
"2013-08-28 18:12:58",0:00:03,2.8,0:00:00,0.0,41.6625658,-91.5350516,577,0.01,9.47,0:06:20,380,14.82,0:04:03,243,0,0,0
"2013-08-28 18:13:25",0:00:30,29.7,0:00:00,0.0,41.6625239,-91.5357219,631,0.05,9.47,0:06:20,380,5.59,0:10:44,644,46,0,9
"2013-08-28 18:13:31",0:00:36,35.8,0:00:00,0.0,41.6625178,-91.5359281,650,0.06,9.57,0:06:16,376,5.72,0:10:29,629,59,0,11
"2013-08-28 18:13:39",0:00:44,43.7,0:00:00,0.0,41.6628881,-91.5359764,651,0.08,10.52,0:05:42,342,6.79,0:08:50,530,59,0,14
"2013-08-28 18:13:46",0:00:51,50.7,0:00:00,0.0,41.6632179,-91.5357995,686,0.11,12.45,0:04:49,289,7.59,0:07:54,474,106,0,16
"2013-08-28 18:13:53",0:00:58,57.7,0:00:00,0.0,41.6634396,-91.5359161,726,0.12,9.83,0:06:06,366,7.70,0:07:48,468,147,0,19
"2013-08-28 18:13:56",0:01:01,60.7,0:00:00,0.0,41.6634794,-91.5360938,724,0.13,9.75,0:06:09,369,7.89,0:07:36,456,154,0,20
"2013-08-28 18:13:59",0:01:04,63.7,0:00:00,0.0,41.6635007,-91.5365541,712,0.16,14.94,0:04:01,241,8.87,0:06:46,406,154,0,21
"2013-08-28 18:14:00",0:01:05,64.7,0:00:00,0.0,41.6635599,-91.5367484,708,0.17,17.80,0:03:22,202,9.33,0:06:26,386,154,13,22
"2013-08-28 18:14:04",0:01:09,68.8,0:00:00,0.0,41.6636347,-91.5371694,692,0.19,23.51,0:02:33,153,9.96,0:06:01,361,154,39,22
"2013-08-28 18:14:10",0:01:15,74.8,0:00:00,0.0,41.6636369,-91.5375796,663,0.21,16.50,0:03:38,218,10.18,0:05:54,354,154,42,22
"2013-08-28 18:14:14",0:01:19,78.9,0:00:00,0.0,41.6633710,-91.5382892,653,0.25,11.25,0:05:20,320,11.53,0:05:12,312,154,79,23
"2013-08-28 18:14:17",0:01:22,81.7,0:00:00,0.0,41.6631804,-91.5382635,653,0.27,18.32,0:03:16,196,11.70,0:05:08,308,154,79,23
"2013-08-28 18:14:20",0:01:25,84.7,0:00:00,0.0,41.6630563,-91.5383547,653,0.28,19.20,0:03:07,187,11.70,0:05:08,308,154,79,23
"2013-08-28 18:14:21",0:01:26,85.8,0:00:00,0.0,41.6629468,-91.5382270,653,0.29,24.34,0:02:28,148,11.99,0:05:00,300,154,79,23
