Time,"Ride Time","Ride Time (secs)","Stopped Time","Stopped Time (secs)",Latitude,Longitude,"Elevation (feet)","Distance (miles)","Speed (mph)",Pace,"Pace (secs)","Average Speed (mph)","Average Pace","Average Pace (secs)","Ascent (feet)","Descent (feet)",Calories
"2013-08-27 07:08:02",0:00:01,0.9,0:00:00,0.0,41.7039919,-91.6099420,866,0.00,1.35,0:44:34,2674,0.00,0:00:00,0,0,0,0
"2013-08-27 07:08:03",0:00:02,1.5,0:00:00,0.0,41.7038393,-91.6098899,794,0.01,1.35,0:44:34,2674,25.86,0:02:19,139,0,72,0
"2013-08-27 07:08:12",0:00:10,10.1,0:00:00,0.0,41.7039895,-91.6099596,833,0.02,2.89,0:20:46,1246,7.79,0:07:42,462,41,72,1
"2013-08-27 07:08:19",0:00:17,17.2,0:00:00,0.0,41.7040117,-91.6100960,837,0.03,3.98,0:15:04,904,6.10,0:09:50,590,49,72,2
"2013-08-27 07:08:32",0:00:30,30.1,0:00:00,0.0,41.7044892,-91.6100327,823,0.06,9.47,0:06:20,380,7.43,0:08:05,485,49,72,3
"2013-08-27 07:08:43",0:00:41,41.1,0:00:00,0.0,41.7049607,-91.6099617,813,0.09,10.82,0:05:33,333,8.32,0:07:13,433,49,98,4
"2013-08-27 07:08:50",0:00:49,49.0,0:00:00,0.0,41.7054319,-91.6100297,810,0.13,14.50,0:04:08,248,9.37,0:06:24,384,49,105,5
"2013-08-27 07:08:52",0:00:50,50.1,0:00:00,0.0,41.7054750,-91.6100121,810,0.13,14.84,0:04:03,243,9.40,0:06:23,383,49,105,5
"2013-08-27 07:08:53",0:00:51,51.1,0:00:00,0.0,41.7055287,-91.6101074,810,0.14,15.52,0:03:52,232,9.65,0:06:13,373,49,105,5
"2013-08-27 07:08:58",0:00:56,56.3,0:00:00,0.0,41.7057212,-91.6101013,800,0.15,13.48,0:04:27,267,9.61,0:06:15,375,49,105,5
"2013-08-27 07:08:59",0:00:57,57.1,0:00:00,0.0,41.7057535,-91.6100300,797,0.15,12.80,0:04:41,281,9.74,0:06:10,370,49,105,5
"2013-08-27 07:09:09",0:01:08,68.0,0:00:00,0.0,41.7062382,-91.6099664,791,0.19,11.15,0:05:23,323,9.96,0:06:02,362,49,105,7
"2013-08-27 07:09:15",0:01:13,73.1,0:00:00,0.0,41.7064251,-91.6099275,792,0.20,10.50,0:05:43,343,9.91,0:06:03,363,49,105,8
"2013-08-27 07:09:18",0:01:17,77.0,0:00:00,0.0,41.7066798,-91.6100079,794,0.22,12.66,0:04:44,284,10.25,0:05:51,351,49,105,9
"2013-08-27 07:09:20",0:01:18,78.1,0:00:00,0.0,41.7066533,-91.6099541,795,0.22,12.47,0:04:49,289,10.26,0:05:51,351,49,105,9
"2013-08-27 07:09:24",0:01:22,82.1,0:00:00,0.0,41.7068915,-91.6099624,797,0.24,14.45,0:04:09,249,10.48,0:05:43,343,49,105,11
"2013-08-27 07:09:25",0:01:23,83.1,0:00:00,0.0,41.7069728,-91.6098898,798,0.25,16.13,0:03:43,223,10.65,0:05:38,338,49,105,11
"2013-08-27 07:09:32",0:01:30,90.1,0:00:00,0.0,41.7074438,-91.6099216,797,0.28,17.18,0:03:30,210,11.12,0:05:24,324,49,105,13
"2013-08-27 07:09:39",0:01:37,97.0,0:00:00,0.0,41.7079725,-91.6099295,792,0.31,18.31,0:03:17,197,11.68,0:05:08,308,49,105,14
"2013-08-27 07:09:39",0:01:38,98.0,0:00:00,0.0,41.7079972,-91.6100415,791,0.32,18.94,0:03:10,190,11.78,0:05:06,306,49,105,14
"2013-08-27 07:09:45",0:01:44,104.0,0:00:00,0.0,41.7083501,-91.6100322,793,0.35,16.49,0:03:38,218,11.95,0:05:01,301,49,105,15
"2013-08-27 07:09:47",0:01:45,105.1,0:00:00,0.0,41.7084243,-91.6097779,794,0.36,19.50,0:03:05,185,12.31,0:04:53,293,49,105,16
"2013-08-27 07:09:57",0:01:55,115.1,0:00:00,0.0,41.7084624,-91.6091413,788,0.39,15.37,0:03:54,234,12.27,0:04:53,293,49,105,16
"2013-08-27 07:09:59",0:01:57,117.1,0:00:00,0.0,41.7084756,-91.6090340,787,0.40,11.56,0:05:11,311,12.23,0:04:54,294,49,105,17
"2013-08-27 07:10:00",0:01:58,118.1,0:00:00,0.0,41.7084060,-91.6089559,786,0.40,12.41,0:04:50,290,12.32,0:04:52,292,49,105,17
"2013-08-27 07:10:06",0:02:05,125.0,0:00:00,0.0,41.7084250,-91.6086012,783,0.42,11.06,0:05:25,325,12.17,0:04:56,296,49,105,17
"2013-08-27 07:10:09",0:02:07,127.1,0:00:00,0.0,41.7084040,-91.6085803,781,0.42,9.59,0:06:15,375,12.02,0:04:59,299,49,105,17
"2013-08-27 07:10:46",0:02:45,165.0,0:00:00,0.0,41.7083563,-91.6079713,781,0.46,7.89,0:07:36,456,9.95,0:06:02,362,49,105,20
"2013-08-27 07:10:55",0:02:53,173.0,0:00:00,0.0,41.7083374,-91.6073136,784,0.49,14.86,0:04:02,242,10.20,0:05:53,353,49,105,23
"2013-08-27 07:11:02",0:03:00,180.1,0:00:00,0.0,41.7083399,-91.6066647,784,0.52,16.41,0:03:39,219,10.47,0:05:44,344,49,105,25
"2013-08-27 07:11:07",0:03:05,185.1,0:00:00,0.0,41.7082752,-91.6062093,790,0.55,17.19,0:03:29,209,10.65,0:05:38,338,49,105,27
"2013-08-27 07:11:13",0:03:12,192.0,0:00:00,0.0,41.7083004,-91.6055348,797,0.58,17.85,0:03:22,202,10.92,0:05:30,330,49,105,30
