Time,"Ride Time","Ride Time (secs)","Stopped Time","Stopped Time (secs)",Latitude,Longitude,"Elevation (feet)","Distance (miles)","Speed (mph)",Pace,"Pace (secs)","Average Speed (mph)","Average Pace","Average Pace (secs)","Ascent (feet)","Descent (feet)",Calories
"2013-08-06 07:50:27",0:00:01,1.0,0:00:00,0.0,41.7040151,-91.6096464,802,0.00,2.08,0:28:51,1731,0.00,0:00:00,0,0,0,0
"2013-08-06 07:50:33",0:00:06,6.3,0:00:00,0.0,41.7040313,-91.6096580,787,0.00,2.08,0:28:51,1731,0.73,1:22:40,4960,0,0,0
"2013-08-06 07:50:54",0:00:27,27.3,0:00:00,0.0,41.7040820,-91.6099126,765,0.01,2.08,0:28:51,1731,1.96,0:30:32,1832,0,37,1
"2013-08-06 07:51:16",0:00:49,49.3,0:00:00,0.0,41.7040345,-91.6099355,803,0.02,0.00,0:00:00,0,1.34,0:44:42,2682,33,37,1
"2013-08-06 07:51:40",0:01:13,73.3,0:00:00,0.0,41.7040735,-91.6099330,766,0.02,0.48,2:04:58,7498,1.04,0:57:57,3477,35,75,3
"2013-08-06 07:51:54",0:01:27,87.3,0:00:00,0.0,41.7040926,-91.6100682,779,0.03,2.48,0:24:11,1451,1.16,0:51:36,3096,66,75,4
"2013-08-06 07:52:14",0:01:47,107.3,0:00:00,0.0,41.7041598,-91.6100835,780,0.03,0.40,2:29:21,8961,1.10,0:54:21,3261,66,75,8
"2013-08-06 07:52:16",0:01:49,109.3,0:00:00,0.0,41.7041556,-91.6101219,782,0.03,1.13,0:53:08,3188,1.15,0:52:11,3131,66,75,8
"2013-08-06 07:52:27",0:02:00,120.3,0:00:00,0.0,41.7046189,-91.6101216,801,0.07,11.09,0:05:25,325,2.00,0:29:59,1799,66,75,12
"2013-08-06 07:52:37",0:02:10,130.3,0:00:00,0.0,41.7050151,-91.6100202,791,0.09,10.09,0:05:57,357,2.62,0:22:56,1376,66,75,15
"2013-08-06 07:52:47",0:02:20,140.3,0:00:00,0.0,41.7055075,-91.6100370,776,0.13,12.30,0:04:53,293,3.30,0:18:10,1090,66,93,17
