Time,"Ride Time","Ride Time (secs)","Stopped Time","Stopped Time (secs)",Latitude,Longitude,"Elevation (feet)","Distance (miles)","Speed (mph)",Pace,"Pace (secs)","Average Speed (mph)","Average Pace","Average Pace (secs)","Ascent (feet)","Descent (feet)",Calories
"2013-09-10 07:26:37",0:00:01,0.9,0:00:00,0.0,41.7039400,-91.6101183,793,0.00,7.28,0:08:14,494,0.00,0:00:00,0,0,0,0
"2013-09-10 07:26:38",0:00:02,1.6,0:00:00,0.0,41.7041107,-91.6100596,791,0.01,7.28,0:08:14,494,27.77,0:02:10,130,0,0,0
"2013-09-10 07:26:40",0:00:04,4.1,0:00:00,0.0,41.7040454,-91.6099482,784,0.02,7.28,0:08:14,494,17.18,0:03:30,210,0,0,0
"2013-09-10 07:26:42",0:00:06,6.1,0:00:00,0.0,41.7039747,-91.6100165,778,0.03,7.28,0:08:14,494,15.13,0:03:58,238,0,0,0
"2013-09-10 07:26:43",0:00:07,7.1,0:00:00,0.0,41.7039188,-91.6100260,779,0.03,7.28,0:08:14,494,14.81,0:04:03,243,0,0,0
"2013-09-10 07:26:46",0:00:10,10.2,0:00:00,0.0,41.7039173,-91.6100851,783,0.03,7.28,0:08:14,494,11.49,0:05:13,313,0,0,1
"2013-09-10 07:26:52",0:00:16,16.1,0:00:00,0.0,41.7040644,-91.6101835,771,0.04,7.28,0:08:14,494,9.79,0:06:08,368,0,0,1
"2013-09-10 07:27:02",0:00:26,26.1,0:00:00,0.0,41.7045152,-91.6101232,770,0.08,11.27,0:05:19,319,10.35,0:05:48,348,0,0,2
"2013-09-10 07:27:07",0:00:31,31.1,0:00:00,0.0,41.7047509,-91.6100548,773,0.09,11.51,0:05:13,313,10.61,0:05:39,339,0,0,3
"2013-09-10 07:27:16",0:00:40,40.1,0:00:00,0.0,41.7052068,-91.6101314,778,0.12,12.64,0:04:45,285,11.09,0:05:24,324,0,0,5
"2013-09-10 07:27:19",0:00:43,43.1,0:00:00,0.0,41.7053945,-91.6101643,778,0.14,12.84,0:04:40,280,11.41,0:05:15,315,0,0,6
"2013-09-10 07:27:22",0:00:46,46.1,0:00:00,0.0,41.7055782,-91.6100695,783,0.15,13.88,0:04:19,259,11.72,0:05:07,307,0,0,7
"2013-09-10 07:27:24",0:00:48,48.1,0:00:00,0.0,41.7056659,-91.6100629,793,0.16,13.72,0:04:22,262,11.69,0:05:08,308,0,0,8
"2013-09-10 07:27:26",0:00:50,50.1,0:00:00,0.0,41.7057243,-91.6100110,804,0.16,13.60,0:04:25,265,11.57,0:05:11,311,0,0,9
"2013-09-10 07:27:30",0:00:54,54.1,0:00:00,0.0,41.7059097,-91.6100167,804,0.17,11.16,0:05:23,323,11.57,0:05:11,311,0,0,10
"2013-09-10 07:27:39",0:01:03,63.1,0:00:00,0.0,41.7063650,-91.6099082,814,0.21,12.23,0:04:54,294,11.73,0:05:07,307,0,0,14
"2013-09-10 07:27:47",0:01:11,71.1,0:00:00,0.0,41.7068285,-91.6099634,832,0.24,14.18,0:04:14,254,12.04,0:04:59,299,21,0,17
"2013-09-10 07:27:55",0:01:19,79.1,0:00:00,0.0,41.7072835,-91.6099909,848,0.27,14.20,0:04:14,254,12.25,0:04:54,294,50,0,21
"2013-09-10 07:28:02",0:01:25,85.3,0:00:00,0.0,41.7077559,-91.6100043,872,0.30,17.06,0:03:31,211,12.74,0:04:43,283,59,0,24
"2013-09-10 07:28:02",0:01:26,86.2,0:00:00,0.0,41.7078334,-91.6099911,873,0.31,17.89,0:03:21,201,12.84,0:04:40,280,66,0,24
"2013-09-10 07:28:04",0:01:27,87.4,0:00:00,0.0,41.7079243,-91.6100420,876,0.31,18.71,0:03:12,192,12.94,0:04:38,278,75,0,25
"2013-09-10 07:28:10",0:01:34,94.1,0:00:00,0.0,41.7083931,-91.6100311,866,0.35,18.42,0:03:15,195,13.25,0:04:32,272,86,0,27
"2013-09-10 07:28:12",0:01:36,96.2,0:00:00,0.0,41.7084193,-91.6100141,862,0.35,14.94,0:04:01,241,13.04,0:04:36,276,86,0,27
"2013-09-10 07:28:16",0:01:40,100.2,0:00:00,0.0,41.7084260,-91.6095519,860,0.37,14.86,0:04:02,242,13.38,0:04:29,269,86,0,27
"2013-09-10 07:28:17",0:01:41,101.2,0:00:00,0.0,41.7083623,-91.6094725,856,0.38,15.35,0:03:55,235,13.47,0:04:27,267,86,10,27
"2013-09-10 07:28:25",0:01:49,109.1,0:00:00,0.0,41.7083809,-91.6088140,846,0.41,15.93,0:03:46,226,13.61,0:04:25,265,86,39,28
"2013-09-10 07:28:39",0:02:03,123.2,0:00:00,0.0,41.7083969,-91.6083513,845,0.44,4.83,0:12:25,745,12.76,0:04:42,282,86,39,29
"2013-09-10 07:29:35",0:02:59,179.1,0:00:00,0.0,41.7083295,-91.6080721,859,0.45,4.80,0:12:30,750,9.08,0:06:37,397,86,39,33
"2013-09-10 07:29:38",0:03:02,182.1,0:00:00,0.0,41.7083053,-91.6076650,857,0.47,12.88,0:04:39,279,9.35,0:06:25,385,86,39,33
"2013-09-10 07:29:39",0:03:03,183.1,0:00:00,0.0,41.7084311,-91.6075783,857,0.48,14.93,0:04:01,241,9.49,0:06:19,379,86,39,33
"2013-09-10 07:29:41",0:03:05,185.1,0:00:00,0.0,41.7084296,-91.6074040,856,0.49,18.35,0:03:16,196,9.56,0:06:17,377,86,39,33
"2013-09-10 07:29:42",0:03:06,186.1,0:00:00,0.0,41.7083260,-91.6073246,855,0.50,19.38,0:03:06,186,9.67,0:06:12,372,86,39,34
"2013-09-10 07:29:49",0:03:13,193.1,0:00:00,0.0,41.7082994,-91.6066735,833,0.53,19.97,0:03:00,180,9.95,0:06:02,362,86,39,34
"2013-09-10 07:29:55",0:03:19,199.1,0:00:00,0.0,41.7082709,-91.6060701,829,0.56,17.77,0:03:23,203,10.21,0:05:53,353,86,39,34
"2013-09-10 07:30:02",0:03:26,206.1,0:00:00,0.0,41.7082858,-91.6054375,836,0.60,17.51,0:03:26,206,10.44,0:05:45,345,86,39,38
"2013-09-10 07:30:07",0:03:31,211.1,0:00:00,0.0,41.7083043,-91.6049640,835,0.62,17.01,0:03:32,212,10.60,0:05:39,339,86,39,39
"2013-09-10 07:30:13",0:03:36,216.3,0:00:00,0.0,41.7080346,-91.6046986,833,0.65,16.95,0:03:32,212,10.74,0:05:35,335,86,39,41
"2013-09-10 07:30:20",0:03:44,224.2,0:00:00,0.0,41.7079512,-91.6040335,845,0.68,16.00,0:03:45,225,10.92,0:05:30,330,86,39,43
"2013-09-10 07:30:23",0:03:46,226.3,0:00:00,0.0,41.7079400,-91.6038426,847,0.69,16.06,0:03:44,224,10.98,0:05:28,328,86,39,43
"2013-09-10 07:30:25",0:03:48,228.3,0:00:00,0.0,41.7079699,-91.6036823,849,0.70,15.87,0:03:47,227,11.01,0:05:27,327,86,39,44
"2013-09-10 07:30:26",0:03:49,229.3,0:00:00,0.0,41.7079476,-91.6035887,850,0.70,15.82,0:03:47,227,11.04,0:05:26,326,86,39,45
"2013-09-10 07:30:26",0:03:50,230.1,0:00:00,0.0,41.7078398,-91.6035782,850,0.71,17.37,0:03:27,207,11.12,0:05:24,324,86,39,45
"2013-09-10 07:30:29",0:03:53,233.1,0:00:00,0.0,41.7076826,-91.6034343,853,0.72,17.40,0:03:27,207,11.18,0:05:22,322,86,39,46
"2013-09-10 07:30:36",0:04:00,240.1,0:00:00,0.0,41.7073278,-91.6030485,855,0.76,17.62,0:03:24,204,11.33,0:05:18,318,86,39,49
"2013-09-10 07:30:43",0:04:07,247.1,0:00:00,0.0,41.7069563,-91.6026546,855,0.79,16.60,0:03:37,217,11.49,0:05:13,313,86,39,51
"2013-09-10 07:30:50",0:04:14,254.1,0:00:00,0.0,41.7065360,-91.6023202,846,0.82,17.34,0:03:28,208,11.65,0:05:09,309,86,39,52
"2013-09-10 07:30:53",0:04:17,257.1,0:00:00,0.0,41.7063612,-91.6021745,843,0.84,17.21,0:03:29,209,11.71,0:05:07,307,86,39,52
"2013-09-10 07:30:57",0:04:21,261.1,0:00:00,0.0,41.7062393,-91.6019091,843,0.85,16.40,0:03:40,220,11.75,0:05:06,306,86,39,52
"2013-09-10 07:31:05",0:04:29,269.1,0:00:00,0.0,41.7061527,-91.6013384,838,0.88,13.68,0:04:23,263,11.81,0:05:05,305,86,39,53
"2013-09-10 07:31:11",0:04:35,275.1,0:00:00,0.0,41.7058449,-91.6008411,837,0.92,17.79,0:03:22,202,11.99,0:05:00,300,86,39,54
"2013-09-10 07:31:17",0:04:41,281.2,0:00:00,0.0,41.7054730,-91.6004240,837,0.95,20.49,0:02:56,176,12.16,0:04:56,296,86,39,57
"2013-09-10 07:31:24",0:04:48,288.1,0:00:00,0.0,41.7051482,-91.5999478,834,0.98,17.79,0:03:22,202,12.28,0:04:53,293,86,39,59
"2013-09-10 07:31:31",0:04:55,295.2,0:00:00,0.0,41.7048972,-91.5993600,823,1.02,17.92,0:03:21,201,12.41,0:04:50,290,86,39,60
"2013-09-10 07:31:38",0:05:02,302.1,0:00:00,0.0,41.7047178,-91.5987851,823,1.05,17.06,0:03:31,211,12.51,0:04:48,288,86,39,62
"2013-09-10 07:31:44",0:05:08,308.2,0:00:00,0.0,41.7046113,-91.5982672,818,1.08,17.09,0:03:31,211,12.59,0:04:46,286,86,39,64
"2013-09-10 07:31:48",0:05:12,312.1,0:00:00,0.0,41.7046067,-91.5978409,806,1.10,17.97,0:03:20,200,12.69,0:04:44,284,86,56,64
"2013-09-10 07:31:49",0:05:13,313.1,0:00:00,0.0,41.7045738,-91.5977588,802,1.10,17.93,0:03:21,201,12.70,0:04:43,283,86,64,64
"2013-09-10 07:31:52",0:05:16,316.1,0:00:00,0.0,41.7045143,-91.5974092,796,1.12,19.45,0:03:05,185,12.79,0:04:41,281,86,85,64
"2013-09-10 07:31:58",0:05:21,321.3,0:00:00,0.0,41.7043552,-91.5970371,814,1.15,18.28,0:03:17,197,12.83,0:04:41,281,86,85,66
"2013-09-10 07:32:02",0:05:26,326.1,0:00:00,0.0,41.7041990,-91.5966550,822,1.17,16.23,0:03:42,222,12.89,0:04:39,279,86,85,69
"2013-09-10 07:32:04",0:05:28,328.1,0:00:00,0.0,41.7041044,-91.5965723,822,1.18,16.18,0:03:42,222,12.90,0:04:39,279,86,85,69
"2013-09-10 07:32:11",0:05:35,335.2,0:00:00,0.0,41.7037520,-91.5966677,812,1.20,13.23,0:04:32,272,12.89,0:04:39,279,86,85,70
"2013-09-10 07:32:15",0:05:39,339.1,0:00:00,0.0,41.7034660,-91.5964435,810,1.22,15.85,0:03:47,227,12.99,0:04:37,277,86,85,70
"2013-09-10 07:32:17",0:05:41,341.1,0:00:00,0.0,41.7032657,-91.5964577,810,1.24,18.25,0:03:17,197,13.06,0:04:36,276,86,85,70
"2013-09-10 07:32:18",0:05:42,342.1,0:00:00,0.0,41.7031436,-91.5965509,810,1.25,21.18,0:02:50,170,13.12,0:04:34,274,86,85,70
"2013-09-10 07:32:22",0:05:46,346.2,0:00:00,0.0,41.7030307,-91.5965921,809,1.26,23.78,0:02:31,151,13.05,0:04:36,276,86,85,71
"2013-09-10 07:32:23",0:05:47,347.1,0:00:00,0.0,41.7029405,-91.5968757,808,1.27,23.78,0:02:31,151,13.18,0:04:33,273,86,85,71
"2013-09-10 07:32:25",0:05:49,349.2,0:00:00,0.0,41.7027585,-91.5971460,807,1.29,29.69,0:02:01,121,13.30,0:04:31,271,86,85,71
"2013-09-10 07:32:26",0:05:50,350.2,0:00:00,0.0,41.7026841,-91.5972976,806,1.30,30.49,0:01:58,118,13.36,0:04:30,270,86,85,71
"2013-09-10 07:32:27",0:05:51,351.1,0:00:00,0.0,41.7025170,-91.5973447,806,1.31,31.94,0:01:53,113,13.44,0:04:28,268,86,85,71
"2013-09-10 07:32:28",0:05:52,352.1,0:00:00,0.0,41.7024058,-91.5974193,805,1.32,32.49,0:01:51,111,13.49,0:04:27,267,86,85,71
"2013-09-10 07:32:29",0:05:53,353.1,0:00:00,0.0,41.7022862,-91.5974386,805,1.33,32.33,0:01:51,111,13.54,0:04:26,266,86,85,71
"2013-09-10 07:32:31",0:05:55,355.2,0:00:00,0.0,41.7020577,-91.5974159,805,1.34,34.44,0:01:45,105,13.62,0:04:24,264,86,85,71
"2013-09-10 07:32:33",0:05:56,356.3,0:00:00,0.0,41.7019551,-91.5973768,807,1.35,34.13,0:01:45,105,13.65,0:04:24,264,86,85,71
"2013-09-10 07:32:35",0:05:59,359.1,0:00:00,0.0,41.7017632,-91.5971748,812,1.37,31.34,0:01:55,115,13.71,0:04:23,263,86,85,72
"2013-09-10 07:32:37",0:06:01,361.1,0:00:00,0.0,41.7016798,-91.5970322,812,1.38,25.89,0:02:19,139,13.73,0:04:22,262,86,85,73
"2013-09-10 07:32:39",0:06:03,363.1,0:00:00,0.0,41.7016018,-91.5969312,808,1.38,21.55,0:02:47,167,13.73,0:04:22,262,86,85,74
"2013-09-10 07:32:46",0:06:10,370.1,0:00:00,0.0,41.7014950,-91.5965878,798,1.40,11.19,0:05:22,322,13.66,0:04:24,264,86,85,74
"2013-09-10 07:32:52",0:06:16,376.1,0:00:00,0.0,41.7013553,-91.5964458,810,1.42,8.41,0:07:08,428,13.56,0:04:26,266,86,85,75
"2013-09-10 07:33:02",0:06:26,386.1,0:00:00,0.0,41.7008959,-91.5962817,814,1.45,11.74,0:05:07,307,13.51,0:04:26,266,86,85,78
"2013-09-10 07:33:04",0:06:28,388.1,0:00:00,0.0,41.7008015,-91.5961118,813,1.46,13.33,0:04:30,270,13.54,0:04:26,266,86,85,78
"2013-09-10 07:33:06",0:06:30,390.1,0:00:00,0.0,41.7007375,-91.5959071,812,1.47,15.23,0:03:56,236,13.58,0:04:25,265,86,85,79
"2013-09-10 07:33:07",0:06:31,391.1,0:00:00,0.0,41.7006872,-91.5958310,811,1.48,15.84,0:03:47,227,13.59,0:04:25,265,86,85,79
"2013-09-10 07:33:08",0:06:32,392.1,0:00:00,0.0,41.7006567,-91.5956811,810,1.48,17.52,0:03:25,205,13.63,0:04:24,264,86,85,79
