Time,"Ride Time","Ride Time (secs)","Stopped Time","Stopped Time (secs)",Latitude,Longitude,"Elevation (feet)","Distance (miles)","Speed (mph)",Pace,"Pace (secs)","Average Speed (mph)","Average Pace","Average Pace (secs)","Ascent (feet)","Descent (feet)",Calories
"2013-08-26 18:41:19",0:00:03,2.5,0:00:00,0.0,41.6624776,-91.5352044,686,0.00,5.05,0:11:53,713,0.00,0:00:00,0,0,0,0
"2013-08-26 18:41:20",0:00:03,3.1,0:00:00,0.0,41.6624763,-91.5351919,686,0.00,5.05,0:11:53,713,0.75,1:20:00,4800,0,0,0
"2013-08-26 18:41:21",0:00:04,4.3,0:00:00,0.0,41.6624922,-91.5351113,686,0.00,5.05,0:11:53,713,4.12,0:14:34,874,0,0,0
"2013-08-26 18:41:36",0:00:19,19.2,0:00:00,0.0,41.6625936,-91.5353193,686,0.02,5.05,0:11:53,713,3.33,0:18:00,1080,0,0,1
"2013-08-26 18:41:44",0:00:27,27.3,0:00:00,0.0,41.6625422,-91.5356813,684,0.04,7.62,0:07:53,473,4.86,0:12:21,741,0,0,1
"2013-08-26 18:41:54",0:00:37,37.3,0:00:00,0.0,41.6625854,-91.5362087,679,0.06,10.46,0:05:44,344,6.21,0:09:39,579,0,0,2
"2013-08-26 18:41:57",0:00:40,40.3,0:00:00,0.0,41.6627063,-91.5363218,679,0.07,9.66,0:06:13,373,6.66,0:09:01,541,0,0,2
"2013-08-26 18:42:02",0:00:45,45.2,0:00:00,0.0,41.6629961,-91.5363088,687,0.09,12.22,0:04:55,295,7.52,0:07:58,478,0,0,4
"2013-08-26 18:42:05",0:00:48,48.3,0:00:00,0.0,41.6631716,-91.5362684,692,0.11,14.34,0:04:11,251,7.97,0:07:32,452,0,0,5
"2013-08-26 18:42:11",0:00:54,54.2,0:00:00,0.0,41.6634103,-91.5363628,698,0.12,12.50,0:04:48,288,8.23,0:07:17,437,0,0,8
"2013-08-26 18:42:22",0:01:05,65.2,0:00:00,0.0,41.6636228,-91.5362718,694,0.14,5.03,0:11:55,715,7.69,0:07:48,468,0,0,9
"2013-08-26 18:42:25",0:01:08,68.2,0:00:00,0.0,41.6636821,-91.5363397,693,0.14,5.47,0:10:58,658,7.64,0:07:51,471,0,0,9
"2013-08-26 18:42:31",0:01:14,74.2,0:00:00,0.0,41.6636078,-91.5367904,686,0.17,10.74,0:05:35,335,8.18,0:07:20,440,0,0,9
"2013-08-26 18:42:32",0:01:16,75.5,0:00:00,0.0,41.6635134,-91.5370562,686,0.18,10.74,0:05:35,335,8.77,0:06:51,411,0,0,9
"2013-08-26 18:42:34",0:01:17,77.4,0:00:00,0.0,41.6634947,-91.5372164,686,0.19,18.50,0:03:15,195,8.95,0:06:42,402,0,0,9
"2013-08-26 18:42:36",0:01:19,78.8,0:00:00,0.0,41.6633094,-91.5373193,686,0.21,21.10,0:02:51,171,9.42,0:06:22,382,0,0,9
"2013-08-26 18:42:43",0:01:26,86.2,0:00:00,0.0,41.6628432,-91.5373070,686,0.24,21.12,0:02:50,170,9.95,0:06:02,362,0,0,10
"2013-08-26 18:42:49",0:01:32,92.4,0:00:00,0.0,41.6625489,-91.5372672,678,0.26,12.82,0:04:41,281,10.08,0:05:57,357,0,0,10
"2013-08-26 18:42:50",0:01:33,93.4,0:00:00,0.0,41.6618644,-91.5364337,676,0.32,12.82,0:04:41,281,12.44,0:04:49,289,0,0,10
"2013-08-26 18:42:52",0:01:35,95.2,0:00:00,0.0,41.6622570,-91.5369995,674,0.36,17.89,0:03:21,201,13.71,0:04:23,263,0,0,11
"2013-08-26 18:42:53",0:01:36,96.2,0:00:00,0.0,41.6622722,-91.5370316,673,0.36,16.85,0:03:34,214,13.64,0:04:24,264,0,0,11
