Time,"Ride Time","Ride Time (secs)","Stopped Time","Stopped Time (secs)",Latitude,Longitude,"Elevation (feet)","Distance (miles)","Speed (mph)",Pace,"Pace (secs)","Average Speed (mph)","Average Pace","Average Pace (secs)","Ascent (feet)","Descent (feet)",Calories
"2013-08-05 08:19:50",0:00:01,1.1,0:00:00,0.0,41.6957181,-91.5932751,750,0.00,3.49,0:17:11,1031,0.00,0:00:00,0,0,0,0
"2013-08-05 08:19:56",0:00:08,7.6,0:00:00,0.0,41.6957510,-91.5932776,754,0.00,3.49,0:17:11,1031,1.08,0:55:23,3323,0,0,0
"2013-08-05 08:19:59",0:00:10,10.0,0:00:00,0.0,41.6956561,-91.5932152,755,0.01,3.49,0:17:11,1031,3.46,0:17:22,1042,0,0,0
"2013-08-05 08:20:03",0:00:14,14.0,0:00:00,0.0,41.6956671,-91.5930298,755,0.02,7.03,0:08:32,512,4.94,0:12:09,729,0,0,1
"2013-08-05 08:20:10",0:00:21,21.0,0:00:00,0.0,41.6960455,-91.5925431,753,0.06,15.14,0:03:58,238,9.49,0:06:19,379,0,0,2
"2013-08-05 08:20:14",0:00:26,25.7,0:00:00,0.0,41.6962729,-91.5921531,750,0.08,20.42,0:02:56,176,11.34,0:05:18,318,0,0,3
"2013-08-05 08:20:21",0:00:32,32.1,0:00:00,0.0,41.6963162,-91.5914600,746,0.12,19.69,0:03:03,183,13.14,0:04:34,274,0,0,3
"2013-08-05 08:20:27",0:00:38,38.1,0:00:00,0.0,41.6963104,-91.5908415,741,0.15,18.95,0:03:10,190,14.08,0:04:16,256,0,0,4
"2013-08-05 08:20:34",0:00:45,45.0,0:00:00,0.0,41.6963236,-91.5901929,745,0.18,18.25,0:03:17,197,14.61,0:04:06,246,0,0,7
"2013-08-05 08:20:43",0:00:54,54.0,0:00:00,0.0,41.6963060,-91.5895734,748,0.21,12.97,0:04:38,278,14.30,0:04:12,252,0,0,8
"2013-08-05 08:20:52",0:01:03,63.3,0:00:00,0.0,41.6961992,-91.5889442,739,0.25,13.49,0:04:27,267,14.11,0:04:15,255,0,0,10
"2013-08-05 08:21:01",0:01:12,72.0,0:00:00,0.0,41.6960572,-91.5883095,742,0.28,14.09,0:04:16,256,14.11,0:04:15,255,0,0,12
"2013-08-05 08:21:10",0:01:21,81.0,0:00:00,0.0,41.6959336,-91.5877097,740,0.31,13.33,0:04:30,270,13.97,0:04:18,258,0,0,14
