Time,"Ride Time","Ride Time (secs)","Stopped Time","Stopped Time (secs)",Latitude,Longitude,"Elevation (feet)","Distance (miles)","Speed (mph)",Pace,"Pace (secs)","Average Speed (mph)","Average Pace","Average Pace (secs)","Ascent (feet)","Descent (feet)",Calories
"2013-10-09 18:38:49",0:00:01,1.0,0:00:00,0.0,41.6624577,-91.5359136,715,0.00,5.18,0:11:35,695,0.00,0:00:00,0,0,0,0
"2013-10-09 18:38:49",0:00:02,1.7,0:00:00,0.0,41.6625881,-91.5356896,715,0.01,5.18,0:11:35,695,30.64,0:01:57,117,0,0,0
"2013-10-09 18:39:15",0:00:18,18.1,0:00:09,8.8,41.6625259,-91.5361264,712,0.04,5.18,0:11:35,695,7.51,0:08:00,480,0,0,1
"2013-10-09 18:39:30",0:00:18,18.1,0:00:24,23.8,41.6626365,-91.5361493,712,0.05,1.87,0:32:10,1930,9.04,0:06:38,398,0,0,1
"2013-10-09 18:39:38",0:00:23,23.1,0:00:27,26.8,41.6629470,-91.5360150,711,0.07,9.43,0:06:22,382,10.61,0:05:39,339,0,0,1
"2013-10-09 18:39:41",0:00:26,26.0,0:00:27,26.8,41.6630981,-91.5360469,710,0.08,10.98,0:05:28,328,10.85,0:05:32,332,0,0,1
"2013-10-09 18:39:43",0:00:28,28.1,0:00:27,26.8,41.6632717,-91.5360490,710,0.09,13.08,0:04:35,275,11.60,0:05:10,310,0,0,1
"2013-10-09 18:39:44",0:00:29,29.2,0:00:27,26.8,41.6633192,-91.5360133,709,0.09,13.84,0:04:20,260,11.63,0:05:09,309,0,0,1
"2013-10-09 18:39:48",0:00:33,33.1,0:00:27,26.8,41.6635151,-91.5359684,709,0.11,14.48,0:04:09,249,11.76,0:05:06,306,0,0,2
"2013-10-09 18:39:52",0:00:37,37.1,0:00:27,26.8,41.6636067,-91.5363333,708,0.13,15.02,0:04:00,240,12.42,0:04:50,290,0,0,2
"2013-10-09 18:39:55",0:00:40,40.1,0:00:27,26.8,41.6636182,-91.5366916,707,0.15,17.46,0:03:26,206,13.15,0:04:34,274,0,0,2
"2013-10-09 18:39:57",0:00:42,42.1,0:00:27,26.8,41.6636942,-91.5369752,707,0.16,20.28,0:02:58,178,13.86,0:04:20,260,0,0,2
"2013-10-09 18:39:58",0:00:43,43.1,0:00:27,26.8,41.6638058,-91.5371289,706,0.17,23.53,0:02:33,153,14.45,0:04:09,249,0,0,2
"2013-10-09 18:40:00",0:00:45,45.1,0:00:27,26.8,41.6636356,-91.5373516,706,0.19,27.93,0:02:09,129,15.14,0:03:58,238,0,0,3
"2013-10-09 18:40:03",0:00:48,48.1,0:00:27,26.8,41.6636369,-91.5375803,705,0.20,24.03,0:02:30,150,15.07,0:03:59,239,0,0,3
"2013-10-09 18:40:10",0:00:55,55.1,0:00:27,26.8,41.6631359,-91.5376043,692,0.24,18.21,0:03:18,198,15.43,0:03:53,233,0,0,3
