Time,"Ride Time","Ride Time (secs)","Stopped Time","Stopped Time (secs)",Latitude,Longitude,"Elevation (feet)","Distance (miles)","Speed (mph)",Pace,"Pace (secs)","Average Speed (mph)","Average Pace","Average Pace (secs)","Ascent (feet)","Descent (feet)",Calories
"2013-08-29 07:19:30",0:00:01,0.8,0:00:00,0.0,41.7084044,-91.6099600,794,0.00,8.74,0:06:52,412,0.00,0:00:00,0,0,0,0
"2013-08-29 07:19:33",0:00:04,4.0,0:00:00,0.0,41.7084223,-91.6099442,795,0.00,8.74,0:06:52,412,1.33,0:45:17,2717,0,0,0
"2013-08-29 07:19:48",0:00:19,19.0,0:00:00,0.0,41.7084327,-91.6094226,798,0.03,8.74,0:06:52,412,5.39,0:11:08,668,0,0,2
"2013-08-29 07:19:50",0:00:21,21.1,0:00:00,0.0,41.7083966,-91.6092760,798,0.04,11.75,0:05:07,307,6.21,0:09:40,580,0,0,2
"2013-08-29 07:19:54",0:00:25,25.1,0:00:00,0.0,41.7084816,-91.6089845,799,0.05,14.49,0:04:08,248,7.56,0:07:56,476,0,0,3
"2013-08-29 07:20:01",0:00:32,32.0,0:00:00,0.0,41.7084625,-91.6084856,801,0.08,13.95,0:04:18,258,8.81,0:06:48,408,0,0,5
"2013-08-29 07:20:02",0:00:33,33.0,0:00:00,0.0,41.7084086,-91.6084379,801,0.08,13.32,0:04:30,270,9.03,0:06:39,399,0,0,6
"2013-08-29 07:20:07",0:00:38,38.0,0:00:00,0.0,41.7084360,-91.6083083,802,0.09,12.21,0:04:55,295,8.51,0:07:03,423,0,0,7
"2013-08-29 07:20:08",0:00:39,39.1,0:00:00,0.0,41.7084524,-91.6083114,802,0.09,8.20,0:07:19,439,8.38,0:07:09,429,0,0,7
"2013-08-29 07:20:22",0:00:52,52.3,0:00:00,0.0,41.7083926,-91.6082841,810,0.10,1.06,0:56:39,3399,6.57,0:09:08,548,0,0,10
"2013-08-29 07:20:30",0:01:01,61.1,0:00:00,0.0,41.7084213,-91.6083917,809,0.10,2.37,0:25:17,1517,5.97,0:10:03,603,0,0,11
"2013-08-29 07:21:09",0:01:40,100.0,0:00:00,0.0,41.7083413,-91.6079641,818,0.12,6.41,0:09:21,561,4.47,0:13:26,806,0,0,20
"2013-08-29 07:21:12",0:01:43,103.1,0:00:00,0.0,41.7083392,-91.6076622,821,0.14,12.44,0:04:49,289,4.88,0:12:18,738,9,0,21
"2013-08-29 07:21:13",0:01:44,104.1,0:00:00,0.0,41.7084311,-91.6075795,821,0.15,14.50,0:04:08,248,5.10,0:11:46,706,14,0,21
"2013-08-29 07:21:14",0:01:45,105.0,0:00:00,0.0,41.7084304,-91.6074992,822,0.15,15.20,0:03:57,237,5.19,0:11:33,693,16,0,22
"2013-08-29 07:21:15",0:01:46,106.1,0:00:00,0.0,41.7083234,-91.6074028,823,0.16,17.75,0:03:23,203,5.44,0:11:01,661,21,0,22
"2013-08-29 07:21:16",0:01:47,107.1,0:00:00,0.0,41.7083174,-91.6073175,824,0.16,18.17,0:03:18,198,5.54,0:10:50,650,24,0,23
"2013-08-29 07:21:17",0:01:48,108.1,0:00:00,0.0,41.7083460,-91.6072074,825,0.17,19.05,0:03:09,189,5.69,0:10:32,632,27,0,23
"2013-08-29 07:21:21",0:01:52,112.1,0:00:00,0.0,41.7083441,-91.6068194,827,0.19,19.33,0:03:06,186,6.13,0:09:47,587,33,0,25
"2013-08-29 07:21:24",0:01:55,115.1,0:00:00,0.0,41.7083631,-91.6065084,828,0.21,20.03,0:03:00,180,6.48,0:09:16,556,33,0,26
"2013-08-29 07:21:26",0:01:57,117.1,0:00:00,0.0,41.7083382,-91.6063192,829,0.22,18.63,0:03:13,193,6.67,0:08:59,539,33,0,27
"2013-08-29 07:21:27",0:01:58,118.1,0:00:00,0.0,41.7082334,-91.6062270,829,0.23,20.01,0:03:00,180,6.88,0:08:43,523,33,0,27
"2013-08-29 07:21:28",0:01:59,119.1,0:00:00,0.0,41.7082141,-91.6061364,829,0.23,19.61,0:03:04,184,6.97,0:08:36,516,33,0,28
"2013-08-29 07:21:29",0:02:00,120.1,0:00:00,0.0,41.7082394,-91.6060081,830,0.24,20.33,0:02:57,177,7.12,0:08:26,506,33,0,28
"2013-08-29 07:21:33",0:02:04,124.1,0:00:00,0.0,41.7082518,-91.6056226,832,0.26,20.09,0:02:59,179,7.47,0:08:02,482,33,0,30
"2013-08-29 07:21:39",0:02:09,129.1,0:00:00,0.0,41.7083418,-91.6051141,834,0.28,19.32,0:03:06,186,7.93,0:07:34,454,33,0,32
"2013-08-29 07:21:42",0:02:13,133.1,0:00:00,0.0,41.7082333,-91.6048012,837,0.30,18.14,0:03:18,198,8.18,0:07:20,440,33,0,34
"2013-08-29 07:21:43",0:02:14,134.1,0:00:00,0.0,41.7081455,-91.6047679,836,0.31,18.46,0:03:15,195,8.28,0:07:15,435,33,0,35
"2013-08-29 07:21:45",0:02:16,136.0,0:00:00,0.0,41.7080990,-91.6046204,835,0.32,17.75,0:03:23,203,8.38,0:07:09,429,33,0,35
"2013-08-29 07:21:47",0:02:17,137.2,0:00:00,0.0,41.7080206,-91.6045630,834,0.32,17.89,0:03:21,201,8.48,0:07:05,425,33,0,35
"2013-08-29 07:21:50",0:02:20,140.2,0:00:00,0.0,41.7079621,-91.6042915,834,0.34,17.67,0:03:24,204,8.67,0:06:55,415,33,0,36
