Time,"Ride Time","Ride Time (secs)","Stopped Time","Stopped Time (secs)",Latitude,Longitude,"Elevation (feet)","Distance (miles)","Speed (mph)",Pace,"Pace (secs)","Average Speed (mph)","Average Pace","Average Pace (secs)","Ascent (feet)","Descent (feet)",Calories
"2013-09-25 07:21:54",0:00:01,1.0,0:00:00,0.0,41.7039678,-91.6098498,791,0.00,3.98,0:15:05,905,0.00,0:00:00,0,0,0,0
"2013-09-25 07:21:55",0:00:02,1.8,0:00:00,0.0,41.7039711,-91.6099111,794,0.00,3.98,0:15:05,905,6.48,0:09:15,555,0,0,0
"2013-09-25 07:21:57",0:00:04,3.5,0:00:00,0.0,41.7039691,-91.6098836,800,0.00,3.98,0:15:05,905,4.71,0:12:45,765,0,0,0
"2013-09-25 07:21:58",0:00:04,4.1,0:00:00,0.0,41.7039945,-91.6099074,802,0.01,3.98,0:15:05,905,5.94,0:10:06,606,0,0,0
"2013-09-25 07:22:02",0:00:08,8.1,0:00:00,0.0,41.7039251,-91.6099926,810,0.01,3.98,0:15:05,905,5.90,0:10:11,611,0,0,0
"2013-09-25 07:22:13",0:00:19,19.1,0:00:00,0.0,41.7040545,-91.6101248,799,0.02,3.98,0:15:05,905,4.62,0:12:59,779,0,0,1
"2013-09-25 07:22:21",0:00:27,27.1,0:00:00,0.0,41.7045424,-91.6100480,778,0.06,13.74,0:04:22,262,7.75,0:07:45,465,0,0,1
"2013-09-25 07:22:25",0:00:31,31.2,0:00:00,0.0,41.7047313,-91.6100399,795,0.07,12.26,0:04:54,294,8.25,0:07:16,436,0,0,2
"2013-09-25 07:22:26",0:00:32,32.3,0:00:00,0.0,41.7047462,-91.6099788,801,0.07,11.89,0:05:03,303,8.32,0:07:13,433,0,0,3
"2013-09-25 07:22:34",0:00:40,40.1,0:00:00,0.0,41.7052219,-91.6100173,801,0.11,14.49,0:04:08,248,9.66,0:06:13,373,0,0,4
"2013-09-25 07:22:38",0:00:44,44.1,0:00:00,0.0,41.7054599,-91.6099930,803,0.12,14.81,0:04:03,243,10.14,0:05:55,355,0,0,5
"2013-09-25 07:22:39",0:00:45,45.1,0:00:00,0.0,41.7055196,-91.6099571,806,0.13,14.64,0:04:06,246,10.26,0:05:51,351,0,0,6
"2013-09-25 07:22:48",0:00:54,54.2,0:00:00,0.0,41.7060146,-91.6099298,814,0.16,13.91,0:04:19,259,10.82,0:05:33,333,0,0,10
"2013-09-25 07:22:56",0:01:02,62.1,0:00:00,0.0,41.7064490,-91.6099084,810,0.19,13.42,0:04:28,268,11.18,0:05:22,322,0,0,10
"2013-09-25 07:22:58",0:01:04,64.1,0:00:00,0.0,41.7065528,-91.6099303,810,0.20,13.30,0:04:31,271,11.23,0:05:20,320,0,0,11
"2013-09-25 07:23:07",0:01:13,73.2,0:00:00,0.0,41.7070546,-91.6099173,814,0.23,13.81,0:04:21,261,11.55,0:05:12,312,0,0,13
"2013-09-25 07:23:10",0:01:16,76.2,0:00:00,0.0,41.7072388,-91.6098942,810,0.25,14.08,0:04:16,256,11.70,0:05:08,308,0,0,14
"2013-09-25 07:23:12",0:01:18,78.2,0:00:00,0.0,41.7073200,-91.6097932,809,0.26,13.98,0:04:17,257,11.75,0:05:06,306,0,0,14
"2013-09-25 07:23:13",0:01:19,79.1,0:00:00,0.0,41.7074065,-91.6098245,809,0.26,15.16,0:03:57,237,11.89,0:05:03,303,0,0,14
"2013-09-25 07:23:15",0:01:21,81.1,0:00:00,0.0,41.7075191,-91.6097959,808,0.27,15.60,0:03:51,231,11.95,0:05:01,301,0,0,14
"2013-09-25 07:23:21",0:01:27,87.3,0:00:00,0.0,41.7079684,-91.6098680,797,0.30,17.24,0:03:29,209,12.39,0:04:51,291,0,0,15
"2013-09-25 07:23:23",0:01:29,89.1,0:00:00,0.0,41.7081129,-91.6099280,799,0.31,18.34,0:03:16,196,12.56,0:04:47,287,0,0,15
"2013-09-25 07:23:28",0:01:34,94.1,0:00:00,0.0,41.7083667,-91.6098333,805,0.33,16.20,0:03:42,222,12.59,0:04:46,286,0,0,16
"2013-09-25 07:23:38",0:01:44,104.3,0:00:00,0.0,41.7083810,-91.6091834,823,0.36,11.92,0:05:02,302,12.51,0:04:48,288,33,0,20
"2013-09-25 07:23:46",0:01:52,112.0,0:00:00,0.0,41.7083981,-91.6085714,837,0.39,13.98,0:04:17,257,12.67,0:04:44,284,33,0,23
"2013-09-25 07:24:37",0:01:52,112.0,0:00:51,51.1,41.7083750,-91.6079637,837,0.43,6.69,0:08:58,538,13.68,0:04:23,263,33,0,23
"2013-09-25 07:24:44",0:01:59,119.1,0:00:51,51.1,41.7083125,-91.6074194,832,0.45,13.69,0:04:23,263,13.73,0:04:22,262,33,0,26
"2013-09-25 07:24:51",0:02:06,126.1,0:00:51,51.1,41.7082960,-91.6067482,837,0.49,16.88,0:03:33,213,13.96,0:04:18,258,33,0,29
"2013-09-25 07:24:57",0:02:12,132.1,0:00:51,51.1,41.7082975,-91.6061216,817,0.52,19.19,0:03:08,188,14.22,0:04:13,253,33,0,29
