Time,"Ride Time","Ride Time (secs)","Stopped Time","Stopped Time (secs)",Latitude,Longitude,"Elevation (feet)","Distance (miles)","Speed (mph)",Pace,"Pace (secs)","Average Speed (mph)","Average Pace","Average Pace (secs)","Ascent (feet)","Descent (feet)",Calories
"2013-09-09 17:51:45",0:00:03,3.2,0:00:00,0.0,41.6624886,-91.5351748,699,0.00,5.75,0:10:26,626,0.00,0:00:00,0,0,0,0
"2013-09-09 17:51:46",0:00:04,4.2,0:00:00,0.0,41.6625381,-91.5351965,699,0.00,5.75,0:10:26,626,3.11,0:19:17,1157,0,0,0
"2013-09-09 17:51:53",0:00:11,11.4,0:00:00,0.0,41.6626389,-91.5351566,702,0.01,5.75,0:10:26,626,3.43,0:17:30,1050,0,0,0
"2013-09-09 17:52:02",0:00:20,20.2,0:00:00,0.0,41.6626802,-91.5353770,705,0.02,5.75,0:10:26,626,4.03,0:14:53,893,0,0,1
"2013-09-09 17:52:04",0:00:22,22.2,0:00:00,0.0,41.6625492,-91.5355329,706,0.03,7.85,0:07:39,459,5.63,0:10:39,639,0,0,1
"2013-09-09 17:52:05",0:00:23,23.2,0:00:00,0.0,41.6625415,-91.5355885,707,0.04,8.95,0:06:42,402,5.85,0:10:15,615,0,0,2
"2013-09-09 17:52:06",0:00:24,24.2,0:00:00,0.0,41.6625842,-91.5356154,707,0.04,9.88,0:06:04,364,6.09,0:09:51,591,0,0,2
"2013-09-09 17:52:14",0:00:32,32.2,0:00:00,0.0,41.6625729,-91.5358454,710,0.05,7.81,0:07:41,461,5.91,0:10:09,609,0,0,4
"2013-09-09 17:52:26",0:00:44,44.2,0:00:00,0.0,41.6630363,-91.5358434,715,0.08,10.01,0:06:00,360,6.91,0:08:41,521,0,0,8
"2013-09-09 17:52:35",0:00:53,53.2,0:00:00,0.0,41.6633909,-91.5359048,718,0.11,10.31,0:05:49,349,7.41,0:08:06,486,0,0,12
"2013-09-09 17:52:43",0:01:01,61.2,0:00:00,0.0,41.6635057,-91.5364115,716,0.14,11.31,0:05:18,318,8.05,0:07:27,447,0,0,13
"2013-09-09 17:52:47",0:01:06,65.6,0:00:00,0.0,41.6634618,-91.5368098,715,0.16,15.97,0:03:45,225,8.66,0:06:56,416,0,0,13
"2013-09-09 17:52:48",0:01:06,66.4,0:00:00,0.0,41.6634707,-91.5369277,714,0.16,17.53,0:03:25,205,8.89,0:06:45,405,0,0,13
"2013-09-09 17:52:49",0:01:07,67.4,0:00:00,0.0,41.6636341,-91.5370634,713,0.18,20.96,0:02:52,172,9.46,0:06:20,380,0,0,14
"2013-09-09 17:52:54",0:01:12,72.2,0:00:00,0.0,41.6636368,-91.5375719,709,0.20,21.93,0:02:44,164,10.14,0:05:55,355,0,0,14
"2013-09-09 17:52:58",0:01:16,76.2,0:00:00,0.0,41.6633681,-91.5376851,712,0.22,21.77,0:02:45,165,10.53,0:05:42,342,0,0,15
"2013-09-09 17:52:59",0:01:17,77.2,0:00:00,0.0,41.6633762,-91.5377117,711,0.22,20.01,0:03:00,180,10.46,0:05:44,344,0,0,16
"2013-09-09 17:53:00",0:01:18,78.2,0:00:00,0.0,41.6633439,-91.5376918,711,0.23,16.95,0:03:32,212,10.44,0:05:45,345,0,0,16
"2013-09-09 17:53:05",0:01:23,83.2,0:00:00,0.0,41.6628861,-91.5377167,708,0.26,19.77,0:03:02,182,11.18,0:05:22,322,0,0,16
"2013-09-09 17:53:06",0:01:24,84.2,0:00:00,0.0,41.6628137,-91.5376189,707,0.27,20.31,0:02:57,177,11.35,0:05:17,317,0,0,16
"2013-09-09 17:53:09",0:01:27,87.2,0:00:00,0.0,41.6626937,-91.5376244,706,0.27,16.71,0:03:35,215,11.31,0:05:18,318,0,0,17
"2013-09-09 17:53:10",0:01:28,88.2,0:00:00,0.0,41.6626569,-91.5378068,705,0.28,19.36,0:03:06,186,11.57,0:05:11,311,0,0,17
"2013-09-09 17:53:13",0:01:31,91.2,0:00:00,0.0,41.6625770,-91.5377444,703,0.29,16.58,0:03:37,217,11.45,0:05:14,314,0,0,17
"2013-09-09 17:53:19",0:01:37,97.2,0:00:00,0.0,41.6622923,-91.5377564,702,0.31,12.67,0:04:44,284,11.47,0:05:14,314,0,0,17
"2013-09-09 17:53:25",0:01:43,103.2,0:00:00,0.0,41.6619365,-91.5378307,698,0.33,13.84,0:04:20,260,11.67,0:05:08,308,0,0,18
"2013-09-09 17:53:29",0:01:47,107.2,0:00:00,0.0,41.6616672,-91.5377988,695,0.35,15.74,0:03:49,229,11.86,0:05:03,303,0,0,18
"2013-09-09 17:53:30",0:01:48,108.2,0:00:00,0.0,41.6616226,-91.5376675,694,0.36,16.76,0:03:35,215,12.00,0:05:00,300,0,0,18
"2013-09-09 17:53:37",0:01:55,115.2,0:00:00,0.0,41.6614762,-91.5376732,690,0.37,9.26,0:06:29,389,11.58,0:05:11,311,0,0,18
"2013-09-09 17:53:41",0:01:59,119.2,0:00:00,0.0,41.6613692,-91.5378666,686,0.38,7.64,0:07:51,471,11.57,0:05:11,311,0,0,19
"2013-09-09 17:53:45",0:02:03,123.2,0:00:00,0.0,41.6613573,-91.5382759,682,0.40,12.80,0:04:41,281,11.82,0:05:05,305,0,0,19
"2013-09-09 17:53:46",0:02:04,124.2,0:00:00,0.0,41.6612843,-91.5383676,682,0.41,14.76,0:04:04,244,11.92,0:05:02,302,0,0,19
"2013-09-09 17:53:48",0:02:06,126.3,0:00:00,0.0,41.6612828,-91.5385887,682,0.42,16.87,0:03:33,213,12.05,0:04:59,299,0,0,19
"2013-09-09 17:53:49",0:02:07,127.2,0:00:00,0.0,41.6613835,-91.5386925,682,0.43,18.99,0:03:10,190,12.21,0:04:55,295,0,0,19
"2013-09-09 17:53:55",0:02:13,133.2,0:00:00,0.0,41.6613405,-91.5393622,682,0.47,22.25,0:02:42,162,12.60,0:04:46,286,0,0,21
"2013-09-09 17:53:58",0:02:16,136.2,0:00:00,0.0,41.6613011,-91.5397471,684,0.49,22.80,0:02:38,158,12.86,0:04:40,280,0,0,23
"2013-09-09 17:53:59",0:02:17,137.2,0:00:00,0.0,41.6613971,-91.5398708,684,0.50,24.02,0:02:30,150,13.01,0:04:37,277,0,0,23
"2013-09-09 17:54:02",0:02:20,140.2,0:00:00,0.0,41.6613751,-91.5401641,686,0.51,22.18,0:02:42,162,13.11,0:04:35,275,0,0,24
"2013-09-09 17:54:10",0:02:28,148.2,0:00:00,0.0,41.6613636,-91.5408430,689,0.55,16.64,0:03:36,216,13.27,0:04:31,271,0,0,27
"2013-09-09 17:54:13",0:02:31,151.2,0:00:00,0.0,41.6613048,-91.5410837,690,0.56,16.08,0:03:44,224,13.32,0:04:30,270,0,0,28
"2013-09-09 17:54:15",0:02:33,153.2,0:00:00,0.0,41.6613071,-91.5412245,691,0.57,15.87,0:03:47,227,13.31,0:04:30,270,0,0,29
"2013-09-09 17:54:16",0:02:34,154.2,0:00:00,0.0,41.6612670,-91.5412977,692,0.57,15.83,0:03:47,227,13.34,0:04:30,270,0,0,29
"2013-09-09 17:54:22",0:02:40,160.2,0:00:00,0.0,41.6612634,-91.5418446,692,0.60,16.15,0:03:43,223,13.47,0:04:27,267,0,0,32
"2013-09-09 17:54:23",0:02:41,161.2,0:00:00,0.0,41.6613002,-91.5419543,692,0.61,16.74,0:03:35,215,13.53,0:04:26,266,0,0,32
"2013-09-09 17:54:25",0:02:43,163.2,0:00:00,0.0,41.6612896,-91.5421386,694,0.62,17.12,0:03:30,210,13.57,0:04:25,265,0,0,33
"2013-09-09 17:54:27",0:02:45,165.2,0:00:00,0.0,41.6612327,-91.5423430,697,0.63,18.23,0:03:17,197,13.65,0:04:24,264,0,0,34
"2013-09-09 17:54:32",0:02:50,170.2,0:00:00,0.0,41.6612566,-91.5427535,703,0.65,17.63,0:03:24,204,13.71,0:04:23,263,0,0,36
