Time,"Ride Time","Ride Time (secs)","Stopped Time","Stopped Time (secs)",Latitude,Longitude,"Elevation (feet)","Distance (miles)","Speed (mph)",Pace,"Pace (secs)","Average Speed (mph)","Average Pace","Average Pace (secs)","Ascent (feet)","Descent (feet)",Calories
"2013-08-23 16:32:02",0:00:01,0.9,0:00:00,0.0,41.6626713,-91.5352295,653,0.00,9.36,0:06:25,385,0.00,0:00:00,0,0,0,0
"2013-08-23 16:32:03",0:00:01,1.3,0:00:00,0.0,41.6626773,-91.5352421,653,0.00,9.36,0:06:25,385,2.15,0:27:55,1675,0,0,0
"2013-08-23 16:32:25",0:00:23,23.1,0:00:00,0.0,41.6627297,-91.5358615,653,0.03,9.36,0:06:25,385,5.15,0:11:39,699,0,0,2
"2013-08-23 16:32:31",0:00:29,29.1,0:00:00,0.0,41.6628097,-91.5361437,658,0.05,10.25,0:05:51,351,6.03,0:09:57,597,0,0,4
"2013-08-23 16:32:42",0:00:40,40.1,0:00:00,0.0,41.6632957,-91.5361109,679,0.08,11.48,0:05:13,313,7.38,0:08:08,488,0,0,8
"2013-08-23 16:32:48",0:00:46,46.1,0:00:00,0.0,41.6635421,-91.5360789,681,0.10,11.98,0:05:01,301,7.76,0:07:44,464,0,0,9
"2013-08-23 16:32:53",0:00:51,51.1,0:00:00,0.0,41.6637639,-91.5364075,681,0.12,13.22,0:04:32,272,8.61,0:06:58,418,0,0,10
"2013-08-23 16:32:57",0:00:55,55.2,0:00:00,0.0,41.6638471,-91.5368461,676,0.15,17.64,0:03:24,204,9.50,0:06:19,379,0,0,11
"2013-08-23 16:32:58",0:00:56,56.2,0:00:00,0.0,41.6638406,-91.5369531,676,0.15,18.60,0:03:14,194,9.69,0:06:12,372,0,0,11
"2013-08-23 16:32:59",0:00:57,57.2,0:00:00,0.0,41.6636341,-91.5370684,676,0.17,18.60,0:03:14,194,10.49,0:05:43,343,0,0,11
"2013-08-23 16:33:04",0:01:02,62.2,0:00:00,0.0,41.6636369,-91.5375796,676,0.19,22.05,0:02:43,163,11.18,0:05:22,322,0,0,13
"2013-08-23 16:33:10",0:01:08,68.2,0:00:00,0.0,41.6631249,-91.5376048,678,0.23,20.31,0:02:57,177,12.06,0:04:58,298,0,0,15
